account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,subscription_count,avg_mrr,total_estimated_revenue,max_tenure_days,latest_plan_tier,latest_billing_frequency,latest_auto_renew_flag,had_upgrade,had_downgrade,subscription_churn_flag,ticket_count,avg_resolution_time_hours,avg_first_response_minutes,avg_satisfaction_score,escalation_rate,high_priority_ticket_count,total_usage_events,total_usage_count,total_usage_duration_secs,active_days,feature_diversity,total_errors,beta_feature_usage_rate,last_usage_date,days_since_last_activity,churn_event_flag,churn_event_count,latest_churn_date,churn_reason,total_refund_amount,had_reactivation,final_churn_flag,tickets_per_month,revenue_per_day,error_rate,engagement_score,engagement_segment
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,True,14,1152.7857142857142,195813.53333333333,650,Pro,annual,True,True,True,True,3.0,36.333333333333336,115.0,4.0,0.3333333333333333,2.0,69,713,208977,67,35,38,0.057971014492753624,2024-12-25,6,1.0,1.0,2023-05-03,pricing,0.0,False,1,0.13846153846153844,301.2515897435897,0.05329593267882188,0.9056666666666667,High Engagement
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,10,2068.3,242033.9,488,Basic,annual,True,False,True,True,3.0,15.333333333333334,42.333333333333336,4.333333333333333,0.0,1.0,57,587,175629,55,30,29,0.03508771929824561,2024-12-10,21,1.0,3.0,2024-09-11,support,0.0,False,1,0.18442622950819673,495.971106557377,0.049403747870528106,0.6509999999999999,Medium Engagement
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,True,15,1943.6666666666667,294903.89999999997,695,Enterprise,annual,True,False,True,True,3.0,28.0,93.0,4.0,0.3333333333333333,3.0,91,922,256811,86,36,47,0.10989010989010989,2024-12-19,12,1.0,1.0,2024-07-10,budget,0.0,False,1,0.12949640287769784,424.32215827338126,0.0509761388286334,0.9806666666666667,High Engagement
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,True,10,1824.9,25488.1,68,Enterprise,monthly,False,False,False,False,7.0,40.42857142857143,76.0,3.8,0.0,4.0,56,558,167904,52,31,31,0.125,2024-12-11,20,0.0,0.0,,not_churned,0.0,,1,3.088235294117647,374.825,0.05555555555555555,0.6270000000000001,Medium Engagement
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,False,11,1508.3636363636363,117501.73333333334,646,Pro,annual,True,True,False,False,1.0,72.0,111.0,,0.0,0.0,50,516,180823,49,28,33,0.08,2024-11-22,39,0.0,0.0,,not_churned,0.0,,0,0.04643962848297213,181.89122807017546,0.06395348837209303,0.511,Medium Engagement
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,6,3208.3333333333335,175535.6,348,Pro,annual,True,True,False,False,4.0,32.5,103.75,4.0,0.25,2.0,19,176,48112,18,16,13,0.10526315789473684,2024-12-28,3,1.0,2.0,2024-07-27,unknown,109.75999999999999,False,1,0.3448275862068966,504.4126436781609,0.07386363636363637,0.032,Low Engagement
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,16,914.875,66577.73333333332,236,Basic,annual,True,True,False,True,2.0,42.0,108.0,3.0,0.0,1.0,84,789,241275,80,37,42,0.10714285714285714,2024-12-31,0,1.0,3.0,2024-12-14,competitor,32.73,False,1,0.2542372881355932,282.10903954802257,0.053231939163498096,0.9616666666666666,High Engagement
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,False,8,10485.75,145014.9,161,Enterprise,annual,True,False,False,False,1.0,13.0,128.0,3.0,0.0,0.0,46,475,127926,44,27,23,0.10869565217391304,2024-12-17,14,0.0,0.0,,not_churned,0.0,,0,0.1863354037267081,900.7136645962732,0.04842105263157895,0.4136666666666667,Medium Engagement
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,False,3,1923.6666666666667,1731.3,45,Enterprise,annual,True,False,False,False,6.0,26.166666666666668,81.0,3.6666666666666665,0.0,2.0,20,207,72170,19,15,7,0.15,2024-10-28,64,0.0,0.0,,not_churned,0.0,,0,4.0,38.47333333333333,0.033816425120772944,0.03766666666666666,Low Engagement
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,6,1282.1666666666667,28741.766666666666,281,Basic,annual,True,True,True,True,4.0,31.25,60.5,4.0,0.0,2.0,29,300,88383,28,24,12,0.20689655172413793,2024-12-01,30,1.0,4.0,2024-12-14,competitor,0.0,False,1,0.4270462633451957,102.28386714116252,0.04,0.16266666666666665,Low Engagement
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,15,2826.866666666667,273195.3666666667,400,Pro,annual,True,False,False,True,5.0,36.2,116.2,5.0,0.0,2.0,85,830,258465,81,37,54,0.11764705882352941,2024-12-26,5,1.0,2.0,2024-10-08,competitor,0.0,False,1,0.375,682.9884166666667,0.06506024096385542,0.9716666666666667,High Engagement
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,False,7,2209.714285714286,97628.46666666666,444,Enterprise,monthly,True,False,False,True,5.0,32.8,68.4,4.333333333333333,0.0,3.0,36,346,81587,36,26,19,0.05555555555555555,2024-12-17,14,1.0,2.0,2024-09-22,budget,43.53,False,1,0.33783783783783783,219.88393393393392,0.05491329479768786,0.25333333333333335,Low Engagement
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,5,2403.0,28510.5,90,Pro,annual,True,False,True,True,6.0,32.5,68.33333333333333,3.6666666666666665,0.16666666666666666,2.0,21,208,59864,21,15,11,0.047619047619047616,2024-12-11,20,1.0,3.0,2024-11-14,pricing,102.86,False,1,2.0,316.78333333333336,0.052884615384615384,0.045000000000000005,Low Engagement
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,False,11,1727.8181818181818,157765.26666666666,402,Pro,monthly,True,True,False,False,4.0,22.5,80.25,5.0,0.25,3.0,57,560,164545,56,33,40,0.05263157894736842,2024-12-19,12,1.0,2.0,2024-03-23,features,43.03,False,1,0.29850746268656714,392.450912106136,0.07142857142857142,0.7156666666666668,High Engagement
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,False,6,5064.166666666667,18317.533333333336,34,Enterprise,annual,True,False,True,False,7.0,33.0,78.0,4.2,0.0,5.0,17,167,43449,17,13,16,0.0,2024-12-25,6,0.0,0.0,,not_churned,0.0,,0,6.176470588235294,538.750980392157,0.09580838323353294,0.015,Low Engagement
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,13,2547.846153846154,76099.26666666666,122,Pro,annual,True,True,True,True,3.0,45.333333333333336,102.66666666666667,4.5,0.0,1.0,62,650,179376,60,34,37,0.0967741935483871,2024-12-23,8,1.0,2.0,2024-11-03,competitor,15.46,False,1,0.7377049180327869,623.7644808743169,0.05692307692307692,0.8273333333333334,High Engagement
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,10,1242.2,27817.266666666666,116,Pro,monthly,True,True,True,False,4.0,28.0,82.0,5.0,0.25,4.0,55,561,185984,53,31,29,0.16363636363636364,2024-12-20,11,1.0,2.0,2024-12-19,features,0.0,True,1,1.0344827586206897,239.80402298850575,0.05169340463458111,0.636,Medium Engagement
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,True,15,2938.4666666666667,204031.8,361,Enterprise,annual,True,False,True,False,6.0,37.833333333333336,67.83333333333333,5.0,0.16666666666666666,2.0,72,685,206893,69,30,45,0.09722222222222222,2024-12-28,3,0.0,0.0,,not_churned,0.0,,1,0.4986149584487535,565.1850415512465,0.06569343065693431,0.7946666666666666,High Engagement
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,12,913.5833333333334,28818.6,199,Enterprise,monthly,True,True,True,True,3.0,32.666666666666664,88.0,5.0,0.0,1.0,51,543,150431,51,28,35,0.0784313725490196,2024-12-22,9,0.0,0.0,,not_churned,0.0,,1,0.4522613065326633,144.81708542713568,0.06445672191528545,0.54,Medium Engagement
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,9,928.1111111111111,89959.7,572,Enterprise,annual,False,True,False,True,2.0,10.0,107.0,3.0,0.0,2.0,55,562,160848,55,28,30,0.05454545454545454,2024-12-20,11,0.0,0.0,,not_churned,0.0,,1,0.1048951048951049,157.2722027972028,0.05338078291814947,0.5826666666666667,Medium Engagement
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,False,11,1066.3636363636363,81183.59999999999,480,Enterprise,monthly,True,True,False,True,2.0,68.5,86.5,3.0,0.5,0.0,64,697,214976,62,31,40,0.03125,2024-12-24,7,1.0,2.0,2024-07-12,competitor,0.0,False,1,0.125,169.1325,0.05738880918220947,0.7923333333333334,High Engagement
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,True,9,1565.2222222222222,41141.066666666666,387,Enterprise,monthly,True,True,True,True,6.0,41.0,86.5,4.333333333333333,0.0,3.0,46,434,134963,45,28,28,0.08695652173913043,2024-12-21,10,0.0,0.0,,not_churned,0.0,,1,0.46511627906976744,106.30766580534022,0.06451612903225806,0.4156666666666667,Medium Engagement
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,12,2522.0,125691.5,250,Basic,monthly,True,False,True,True,5.0,39.2,61.4,4.0,0.0,2.0,57,544,168051,57,33,25,0.10526315789473684,2024-12-22,9,1.0,2.0,2024-12-01,features,0.0,False,1,0.6,502.766,0.04595588235294118,0.7149999999999999,High Engagement
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,True,5,1517.2,62889.33333333333,276,Basic,monthly,True,False,True,False,3.0,44.666666666666664,63.0,4.333333333333333,0.0,3.0,24,268,84855,24,20,4,0.041666666666666664,2024-12-23,8,1.0,2.0,2024-10-18,competitor,0.0,False,1,0.32608695652173914,227.85990338164248,0.014925373134328358,0.09766666666666667,Low Engagement
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,False,7,3747.1428571428573,50298.53333333333,213,Enterprise,monthly,True,False,False,True,1.0,47.0,48.0,4.0,0.0,1.0,20,203,77446,20,16,10,0.05,2024-12-24,7,1.0,1.0,2024-08-30,unknown,0.0,False,1,0.14084507042253522,236.1433489827856,0.04926108374384237,0.044000000000000004,Low Engagement
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,False,8,2802.875,21609.666666666664,44,Pro,monthly,True,True,True,False,5.0,24.2,88.8,4.2,0.0,3.0,42,421,123802,38,24,11,0.16666666666666666,2024-12-06,25,1.0,1.0,2024-12-06,unknown,0.0,False,1,3.409090909090909,491.1287878787878,0.026128266033254157,0.284,Low Engagement
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,7,2318.4285714285716,153365.9,511,Basic,monthly,True,False,False,False,1.0,64.0,136.0,,0.0,0.0,32,300,90218,31,23,15,0.09375,2024-11-30,31,1.0,2.0,2024-12-12,unknown,0.0,False,1,0.05870841487279843,300.1289628180039,0.05,0.16233333333333336,Low Engagement
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,8,2869.875,197521.5,434,Enterprise,annual,True,True,False,False,5.0,22.2,94.0,3.6666666666666665,0.2,2.0,32,312,107852,31,25,14,0.15625,2024-12-25,6,1.0,4.0,2024-12-12,competitor,146.86,False,1,0.3456221198156682,455.11866359447004,0.04487179487179487,0.19533333333333336,Low Engagement
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,False,12,2559.9166666666665,349340.19999999995,695,Pro,annual,True,True,False,False,3.0,46.333333333333336,67.0,4.333333333333333,0.0,1.0,56,560,173183,54,29,23,0.17857142857142858,2024-12-26,5,1.0,1.0,2024-06-04,support,0.0,False,1,0.12949640287769784,502.64776978417257,0.04107142857142857,0.598,Medium Engagement
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,True,6,299.3333333333333,4241.466666666667,297,Pro,monthly,True,True,False,True,3.0,18.333333333333332,85.33333333333333,,0.0,2.0,20,171,54271,19,14,5,0.1,2024-12-29,2,1.0,2.0,2024-11-18,features,17.06,True,1,0.30303030303030304,14.281032547699215,0.029239766081871343,0.025333333333333333,Low Engagement
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,False,10,1849.2,72160.63333333333,221,Enterprise,annual,False,True,True,False,2.0,38.5,98.0,4.0,0.5,1.0,47,510,152826,45,27,22,0.14893617021276595,2024-12-18,13,0.0,0.0,,not_churned,0.0,,0,0.2714932126696833,326.51870286576167,0.043137254901960784,0.44733333333333336,Medium Engagement
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,13,2183.0,189799.0,356,Enterprise,annual,True,True,True,False,6.0,31.5,71.0,4.0,0.0,1.0,60,642,213554,56,31,32,0.13333333333333333,2024-12-19,12,1.0,1.0,2024-03-17,budget,0.0,False,1,0.5056179775280899,533.1432584269663,0.04984423676012461,0.7186666666666667,High Engagement
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,15,746.4666666666667,7945.966666666667,51,Enterprise,annual,True,True,False,True,6.0,37.333333333333336,79.16666666666667,4.4,0.0,2.0,70,696,214681,68,32,31,0.08571428571428572,2024-12-27,4,1.0,3.0,2024-12-23,features,0.0,True,1,3.5294117647058822,155.8032679738562,0.04454022988505747,0.85,High Engagement
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,3,701.3333333333334,10997.133333333331,187,Basic,annual,True,False,False,False,6.0,30.166666666666668,86.16666666666667,3.6666666666666665,0.0,2.0,20,210,63673,19,15,15,0.05,2024-11-28,33,1.0,2.0,2024-12-25,features,19.34,False,1,0.9625668449197861,58.80819964349375,0.07142857142857142,0.03966666666666666,Low Engagement
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,9,7334.444444444444,365936.6666666667,358,Enterprise,monthly,False,True,True,True,4.0,37.25,88.25,3.0,0.25,2.0,51,507,162673,48,33,28,0.1568627450980392,2024-12-30,1,1.0,1.0,2024-03-02,support,0.0,False,1,0.33519553072625696,1022.1694599627562,0.055226824457593686,0.6226666666666667,Medium Engagement
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,12,3153.9166666666665,253662.8,553,Enterprise,annual,True,True,True,False,1.0,17.0,132.0,4.0,1.0,0.0,59,604,212655,57,32,43,0.0847457627118644,2024-12-20,11,0.0,0.0,,not_churned,0.0,,1,0.054249547920433995,458.70307414104883,0.07119205298013245,0.729,High Engagement
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,False,11,2166.6363636363635,173008.76666666666,478,Pro,annual,True,True,False,False,7.0,31.714285714285715,69.85714285714286,3.6666666666666665,0.0,3.0,56,561,173241,52,29,33,0.10714285714285714,2024-12-29,2,0.0,0.0,,not_churned,0.0,,0,0.4393305439330544,361.9430264993026,0.058823529411764705,0.584,Medium Engagement
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,False,11,683.0,12473.800000000001,106,Basic,annual,True,True,False,True,2.0,41.0,72.0,3.5,0.0,0.0,66,654,207283,61,32,46,0.09090909090909091,2024-12-27,4,0.0,0.0,,not_churned,0.0,,1,0.5660377358490566,117.67735849056605,0.07033639143730887,0.7909999999999999,High Engagement
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,False,6,1053.5,77271.36666666667,425,Basic,monthly,True,True,False,False,5.0,36.0,79.4,,0.2,0.0,23,230,63418,23,17,24,0.17391304347826086,2024-12-07,24,0.0,0.0,,not_churned,0.0,,0,0.35294117647058826,181.81498039215685,0.10434782608695652,0.06566666666666666,Low Engagement
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,11,879.0,780.4333333333333,5,Basic,annual,True,False,False,True,7.0,38.0,83.42857142857143,4.5,0.0,5.0,47,440,121725,46,25,43,0.10638297872340426,2024-12-04,27,0.0,0.0,,not_churned,0.0,,1,42.0,156.08666666666664,0.09772727272727273,0.367,Medium Engagement
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,12,3734.5833333333335,80189.76666666666,147,Basic,annual,False,True,False,True,4.0,37.5,116.5,3.75,0.0,2.0,50,481,170101,48,29,31,0.08,2024-12-19,12,0.0,0.0,,not_churned,0.0,,1,0.8163265306122448,545.5086167800454,0.06444906444906445,0.5036666666666667,Medium Engagement
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,10,1256.9,35863.566666666666,213,Enterprise,monthly,True,False,False,True,2.0,41.0,152.0,4.5,0.0,1.0,49,446,140849,48,27,27,0.08163265306122448,2024-12-29,2,0.0,0.0,,not_churned,0.0,,1,0.28169014084507044,168.3735524256651,0.06053811659192825,0.42533333333333334,Medium Engagement
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,9,3097.0,63145.26666666666,216,Enterprise,annual,True,True,False,True,2.0,50.0,82.5,,0.0,0.0,41,393,133848,41,24,12,0.0975609756097561,2024-11-22,39,0.0,0.0,,not_churned,0.0,,1,0.2777777777777778,292.33919753086417,0.030534351145038167,0.2833333333333333,Low Engagement
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,15,8886.533333333333,1254144.8666666667,443,Pro,annual,False,True,False,True,4.0,43.25,92.5,4.5,0.0,3.0,86,869,251284,79,34,54,0.06976744186046512,2024-12-31,0,1.0,1.0,2024-08-07,competitor,4.45,False,1,0.27088036117381487,2831.0267870579382,0.06214039125431531,0.949,High Engagement
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,13,3131.769230769231,147999.06666666665,187,Pro,annual,True,True,False,False,1.0,49.0,77.0,,0.0,0.0,62,620,194799,59,29,41,0.06451612903225806,2024-12-22,9,1.0,1.0,2024-07-16,pricing,0.0,False,1,0.16042780748663102,791.4388591800356,0.06612903225806452,0.6823333333333333,High Engagement
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,False,7,1510.7142857142858,78587.5,512,Enterprise,monthly,True,False,False,False,0.0,0.0,0.0,,0.0,0.0,38,347,94200,36,28,31,0.02631578947368421,2024-12-20,11,1.0,1.0,2024-09-09,budget,0.0,False,1,0.0,153.4912109375,0.0893371757925072,0.301,Low Engagement
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,False,10,3604.1,287866.5666666667,520,Enterprise,annual,True,True,False,True,9.0,40.888888888888886,71.44444444444444,3.5,0.0,4.0,63,628,202329,59,32,36,0.09523809523809523,2024-12-12,19,1.0,1.0,2024-12-07,features,0.0,False,1,0.5192307692307693,553.5895512820514,0.05732484076433121,0.763,High Engagement
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,False,10,1516.1,26114.466666666664,96,Pro,annual,False,True,True,False,8.0,30.75,73.375,3.0,0.0,1.0,54,519,157792,53,30,30,0.12962962962962962,2024-12-25,6,1.0,1.0,2024-10-09,pricing,2.4,False,1,2.5,272.0256944444444,0.057803468208092484,0.5896666666666667,Medium Engagement
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,10,5168.0,263497.3333333333,268,Enterprise,monthly,False,False,False,False,3.0,20.666666666666668,116.33333333333333,5.0,0.0,2.0,43,413,109079,43,29,25,0.06976744186046512,2024-12-20,11,1.0,3.0,2024-08-11,features,0.0,False,1,0.33582089552238803,983.1990049751244,0.06053268765133172,0.4143333333333334,Medium Engagement
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,11,1571.7272727272727,24926.166666666668,148,Pro,monthly,False,False,True,True,3.0,17.0,69.0,4.0,0.0,2.0,61,624,191651,58,33,49,0.08196721311475409,2024-12-26,5,1.0,2.0,2024-11-13,pricing,47.17,False,1,0.6081081081081081,168.42004504504504,0.07852564102564102,0.777,High Engagement
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,10,2390.5,24205.5,72,Basic,annual,True,True,True,True,5.0,40.0,75.6,3.2,0.0,5.0,50,518,152228,49,28,36,0.14,2024-12-25,6,1.0,2.0,2024-12-20,support,0.0,False,1,2.0833333333333335,336.1875,0.0694980694980695,0.5123333333333334,Medium Engagement
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,False,12,5769.166666666667,601057.3333333333,470,Basic,annual,True,False,False,False,5.0,49.2,84.0,5.0,0.0,3.0,59,600,202100,55,31,42,0.0847457627118644,2024-12-15,16,1.0,1.0,2023-12-23,support,0.0,False,1,0.3191489361702128,1278.845390070922,0.07,0.6813333333333333,High Engagement
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,False,6,2451.3333333333335,72335.6,299,Enterprise,annual,True,False,False,True,4.0,34.0,98.5,5.0,0.0,2.0,20,215,79605,19,16,18,0.1,2024-11-11,50,1.0,2.0,2024-07-29,unknown,19.08,False,1,0.4013377926421405,241.92508361204014,0.08372093023255814,0.04666666666666667,Low Engagement
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,False,11,1930.6363636363637,163409.30000000002,677,Basic,monthly,True,True,True,True,6.0,47.833333333333336,87.5,4.25,0.16666666666666666,3.0,55,530,135061,52,30,37,0.09090909090909091,2024-10-14,78,1.0,1.0,2023-03-11,unknown,0.0,False,1,0.2658788774002954,241.37267355982277,0.06981132075471698,0.5903333333333333,Medium Engagement
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,7,7800.714285714285,99196.36666666667,230,Enterprise,monthly,True,True,False,True,4.0,37.5,105.5,3.0,0.0,1.0,29,271,81944,28,16,25,0.13793103448275862,2024-11-20,41,1.0,2.0,2024-08-26,pricing,45.83,False,1,0.5217391304347826,431.2885507246377,0.09225092250922509,0.08866666666666667,Low Engagement
A-e60f9d,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,15,3387.8,89517.63333333333,105,Basic,annual,True,False,True,True,2.0,70.5,106.5,,0.0,2.0,62,629,158587,62,30,24,0.08064516129032258,2024-10-29,63,0.0,0.0,,not_churned,0.0,,1,0.5714285714285714,852.5488888888889,0.03815580286168521,0.7336666666666667,High Engagement
A-88c6ca,Company_179,FinTech,DE,2024-10-25,ads,Basic,5,False,True,7,921.2857142857143,5605.966666666667,60,Pro,annual,True,False,False,False,1.0,56.0,12.0,,0.0,1.0,43,446,130195,41,27,19,0.18604651162790697,2024-12-27,4,0.0,0.0,,not_churned,0.0,,1,0.5,93.43277777777779,0.042600896860986545,0.37166666666666665,Medium Engagement
A-158f4e,Company_180,FinTech,IN,2023-03-03,other,Enterprise,61,False,False,12,3654.9166666666665,350276.23333333334,578,Enterprise,monthly,True,False,False,True,5.0,27.6,126.0,4.333333333333333,0.0,3.0,49,453,124458,48,32,29,0.061224489795918366,2024-11-22,39,1.0,2.0,2024-12-04,features,0.0,False,1,0.2595155709342561,606.0142445213379,0.0640176600441501,0.5576666666666666,Medium Engagement
A-5b051a,Company_181,Cybersecurity,US,2024-08-05,event,Enterprise,22,False,False,4,583.0,2942.133333333333,104,Pro,monthly,True,False,False,True,1.0,2.0,2.0,3.0,0.0,1.0,16,171,44864,16,14,17,0.1875,2024-12-07,24,0.0,0.0,,not_churned,0.0,,1,0.28846153846153844,28.289743589743587,0.09941520467836257,0.018000000000000002,Low Engagement
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,7,284.14285714285717,9234.266666666666,336,Pro,annual,True,False,False,False,5.0,50.4,105.2,3.75,0.0,2.0,33,357,124753,31,21,18,0.21212121212121213,2024-11-26,35,1.0,1.0,2024-11-04,budget,0.0,False,1,0.44642857142857145,27.482936507936508,0.05042016806722689,0.17033333333333334,Low Engagement
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,7,2827.1428571428573,92304.9,205,Basic,monthly,True,True,False,False,3.0,42.0,81.0,5.0,0.0,1.0,42,432,142787,41,27,26,0.047619047619047616,2024-12-07,24,1.0,3.0,2024-09-21,budget,0.0,False,1,0.43902439024390244,450.26780487804876,0.06018518518518518,0.36033333333333334,Medium Engagement
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,False,16,2161.8125,245330.7666666667,295,Pro,annual,True,True,True,True,4.0,41.0,72.5,4.0,0.0,1.0,72,749,222610,71,33,48,0.06944444444444445,2024-12-27,4,1.0,1.0,2024-07-11,budget,12.99,True,1,0.4067796610169491,831.6297175141244,0.06408544726301736,0.9010000000000001,High Engagement
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,True,8,1128.375,4999.233333333334,35,Basic,annual,True,True,False,True,9.0,28.444444444444443,66.11111111111111,4.5,0.0,4.0,44,478,150601,44,27,16,0.1590909090909091,2024-12-29,2,0.0,0.0,,not_churned,0.0,,1,7.7142857142857135,142.8352380952381,0.03347280334728033,0.41700000000000004,Medium Engagement
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,False,6,1423.3333333333333,49077.46666666667,251,Pro,annual,True,True,False,True,4.0,26.0,98.25,3.0,0.0,1.0,26,285,91776,25,19,15,0.038461538461538464,2024-12-02,29,1.0,2.0,2024-06-14,competitor,10.5,False,1,0.4780876494023904,195.52775564409032,0.05263157894736842,0.09833333333333334,Low Engagement
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,True,11,942.0,22248.1,163,Enterprise,monthly,True,True,False,False,2.0,29.0,52.5,5.0,0.0,2.0,61,606,179167,60,31,31,0.08196721311475409,2024-12-23,8,1.0,3.0,2024-12-29,budget,28.95,False,1,0.36809815950920244,136.49141104294478,0.05115511551155116,0.726,High Engagement
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,False,False,14,1339.0,68884.6,279,Pro,monthly,True,True,True,True,6.0,16.0,88.0,4.0,0.16666666666666666,4.0,75,782,239679,74,35,43,0.08,2024-12-20,11,1.0,1.0,2024-10-17,pricing,0.0,False,1,0.6451612903225806,246.89820788530469,0.054987212276214836,0.9406666666666665,High Engagement
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,False,False,11,1507.0,70090.46666666666,290,Basic,monthly,True,False,True,False,5.0,29.2,103.8,3.75,0.2,2.0,61,623,168474,58,29,55,0.14754098360655737,2024-12-30,1,1.0,1.0,2024-04-23,pricing,0.0,True,1,0.5172413793103449,241.69126436781607,0.08828250401284109,0.6753333333333332,High Engagement
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,False,14,1791.357142857143,84629.06666666667,387,Basic,monthly,True,True,True,False,6.0,29.666666666666668,129.83333333333334,4.25,0.0,3.0,54,599,182273,50,27,19,0.12962962962962962,2024-12-14,17,1.0,2.0,2024-12-19,unknown,0.0,False,1,0.46511627906976744,218.67975882859602,0.03171953255425709,0.5446666666666667,Medium Engagement
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,False,9,3124.4444444444443,184590.23333333334,308,Enterprise,monthly,True,True,False,True,5.0,33.4,80.6,4.0,0.2,3.0,46,441,133497,44,29,35,0.043478260869565216,2024-12-04,27,1.0,3.0,2024-12-31,support,0.0,False,1,0.48701298701298695,599.3189393939394,0.07936507936507936,0.4426666666666667,Medium Engagement
